GAME_ID,SEASON,DAY_OF_WEEK,MONTH,DAY,YEAR,HOUR,VISITOR_TEAM,VISITOR_POINTS,HOME_TEAM,HOME_POINTS,OT,OTHER
201611090ATL,2017,Wed,11,9,2016,7:30 pm,Chicago,107,Atlanta,115,"16,354"
201611090CHO,2017,Wed,11,9,2016,7:00 pm,Utah,98,Charlotte Hornets,104,"15,712"
201611090GSW,2017,Wed,11,9,2016,10:30 pm,Dallas,95,Golden State,116,"19,596"
201611090IND,2017,Wed,11,9,2016,7:00 pm,Philadelphia,115,Indiana,122,OT,"15,360"
201611090LAC,2017,Wed,11,9,2016,10:30 pm,Portland,80,L.A. Clippers,111,"19,060"
201611090NYK,2017,Wed,11,9,2016,7:00 pm,Brooklyn Nets,96,New York,110,"19,812"
201611090OKC,2017,Wed,11,9,2016,8:00 pm,Toronto,112,Oklahoma City Thunder,102,"18,203"
201611090ORL,2017,Wed,11,9,2016,7:00 pm,Minnesota,123,Orlando,107,"17,102"
201611090PHO,2017,Wed,11,9,2016,9:00 pm,Detroit,100,Phoenix,107,"16,719"
201611090SAS,2017,Wed,11,9,2016,9:30 pm,Houston,101,San Antonio,99,"18,418"
201611090WAS,2017,Wed,11,9,2016,7:00 pm,Boston,93,Washington,118,"12,675"
201611100DEN,2017,Thu,11,10,2016,9:00 pm,Golden State,125,Denver,101,"17,569"
201611100MIA,2017,Thu,11,10,2016,8:00 pm,Chicago,98,Miami,95,"19,600"
201611100MIL,2017,Thu,11,10,2016,8:00 pm,New Orleans Pelicans,112,Milwaukee,106,"12,159"
201611100SAC,2017,Thu,11,10,2016,10:30 pm,L.A. Lakers,101,Sacramento,91,"17,608"
201611110BOS,2017,Fri,11,11,2016,7:30 pm,New York,87,Boston,115,"18,624"
201611110CHO,2017,Fri,11,11,2016,7:00 pm,Toronto,113,Charlotte Hornets,111,"18,107"
201611110OKC,2017,Fri,11,11,2016,8:00 pm,L.A. Clippers,110,Oklahoma City Thunder,108,"18,203"
201611110ORL,2017,Fri,11,11,2016,7:00 pm,Utah,87,Orlando,74,"18,846"
201611110PHI,2017,Fri,11,11,2016,7:00 pm,Indiana,105,Philadelphia,109,OT,"17,643"
201611110POR,2017,Fri,11,11,2016,10:00 pm,Sacramento,120,Portland,122,OT,"19,918"
201611110SAS,2017,Fri,11,11,2016,8:30 pm,Detroit,86,San Antonio,96,"18,418"
201611110WAS,2017,Fri,11,11,2016,7:00 pm,Cleveland,105,Washington,94,"20,356"
201611120ATL,2017,Sat,11,12,2016,7:30 pm,Philadelphia,96,Atlanta,117,"17,399"
201611120CHI,2017,Sat,11,12,2016,8:00 pm,Washington,95,Chicago,106,"21,962"
201611120DEN,2017,Sat,11,12,2016,9:00 pm,Detroit,106,Denver,95,"13,997"
201611120HOU,2017,Sat,11,12,2016,8:00 pm,San Antonio,106,Houston,100,"18,055"
201611120IND,2017,Sat,11,12,2016,7:00 pm,Boston,105,Indiana,99,"17,923"
201611120MIA,2017,Sat,11,12,2016,8:00 pm,Utah,102,Miami,91,"19,600"
201611120MIL,2017,Sat,11,12,2016,8:30 pm,Memphis,96,Milwaukee,106,"14,327"
201611120MIN,2017,Sat,11,12,2016,8:00 pm,L.A. Clippers,119,Minnesota,105,"14,494"
201611120NOP,2017,Sat,11,12,2016,7:00 pm,L.A. Lakers,126,New Orleans Pelicans,99,"17,138"
201611120PHO,2017,Sat,11,12,2016,9:00 pm,Brooklyn Nets,122,Phoenix,104,"17,126"
201611120TOR,2017,Sat,11,12,2016,7:30 pm,New York,107,Toronto,118,"19,800"
201611130CLE,2017,Sun,11,13,2016,3:30 pm,Charlotte Hornets,93,Cleveland,100,"20,562"
201611130GSW,2017,Sun,11,13,2016,8:00 pm,Phoenix,120,Golden State,133,"19,596"
201611130MIN,2017,Sun,11,13,2016,7:00 pm,L.A. Lakers,99,Minnesota,125,"14,432"
201611130OKC,2017,Sun,11,13,2016,7:00 pm,Orlando,119,Oklahoma City Thunder,117,"18,203"
201611130POR,2017,Sun,11,13,2016,9:00 pm,Denver,105,Portland,112,"19,362"
201611140DET,2017,Mon,11,14,2016,7:30 pm,Oklahoma City Thunder,88,Detroit,104,"14,172"
201611140HOU,2017,Mon,11,14,2016,8:00 pm,Philadelphia,88,Houston,115,"13,183"
201611140IND,2017,Mon,11,14,2016,7:00 pm,Orlando,69,Indiana,88,"14,825"
201611140LAC,2017,Mon,11,14,2016,10:30 pm,Brooklyn Nets,95,L.A. Clippers,127,"19,060"
201611140NOP,2017,Mon,11,14,2016,8:00 pm,Boston,105,New Orleans Pelicans,106,"15,001"
201611140NYK,2017,Mon,11,14,2016,7:30 pm,Dallas,77,New York,93,"19,812"
201611140SAS,2017,Mon,11,14,2016,8:30 pm,Miami,90,San Antonio,94,"18,418"
201611140UTA,2017,Mon,11,14,2016,9:00 pm,Memphis,102,Utah,96,"18,176"
201611150CLE,2017,Tue,11,15,2016,7:00 pm,Toronto,117,Cleveland,121,"20,562"
201611150LAL,2017,Tue,11,15,2016,10:30 pm,Brooklyn Nets,118,L.A. Lakers,125,"18,426"
201611150MIA,2017,Tue,11,15,2016,7:30 pm,Atlanta,93,Miami,90,"19,600"
201611150MIN,2017,Tue,11,15,2016,8:00 pm,Charlotte Hornets,115,Minnesota,108,"10,349"
201611150POR,2017,Tue,11,15,2016,10:00 pm,Chicago,113,Portland,88,"19,393"
201611160ATL,2017,Wed,11,16,2016,7:30 pm,Milwaukee,100,Atlanta,107,"14,656"
201611160BOS,2017,Wed,11,16,2016,7:30 pm,Dallas,83,Boston,90,"18,624"
201611160DEN,2017,Wed,11,16,2016,9:00 pm,Phoenix,104,Denver,120,"10,247"
201611160IND,2017,Wed,11,16,2016,7:00 pm,Cleveland,93,Indiana,103,"17,022"
201611160LAC,2017,Wed,11,16,2016,10:30 pm,Memphis,111,L.A. Clippers,107,"19,060"
201611160NYK,2017,Wed,11,16,2016,7:30 pm,Detroit,102,New York,105,"19,812"
201611160OKC,2017,Wed,11,16,2016,8:00 pm,Houston,103,Oklahoma City Thunder,105,"18,203"
201611160ORL,2017,Wed,11,16,2016,7:00 pm,New Orleans Pelicans,82,Orlando,89,"16,127"
201611160PHI,2017,Wed,11,16,2016,7:00 pm,Washington,102,Philadelphia,109,"14,863"
201611160SAC,2017,Wed,11,16,2016,10:30 pm,San Antonio,110,Sacramento,105,"17,608"
201611160TOR,2017,Wed,11,16,2016,8:00 pm,Golden State,127,Toronto,121,"21,050"
201611170HOU,2017,Thu,11,17,2016,8:00 pm,Portland,109,Houston,126,"15,550"
201611170MIA,2017,Thu,11,17,2016,7:30 pm,Milwaukee,73,Miami,96,"19,600"
201611170MIN,2017,Thu,11,17,2016,8:00 pm,Philadelphia,86,Minnesota,110,"16,866"
201611170UTA,2017,Thu,11,17,2016,10:30 pm,Chicago,85,Utah,77,"19,911"
201611170WAS,2017,Thu,11,17,2016,7:00 pm,New York,112,Washington,119,"16,704"
201611180BOS,2017,Fri,11,18,2016,8:00 pm,Golden State,104,Boston,88,"18,624"
201611180CHO,2017,Fri,11,18,2016,7:00 pm,Atlanta,96,Charlotte Hornets,100,"17,989"
201611180CLE,2017,Fri,11,18,2016,7:30 pm,Detroit,81,Cleveland,104,"20,562"
201611180DAL,2017,Fri,11,18,2016,8:30 pm,Memphis,80,Dallas,64,"19,715"
201611180DEN,2017,Fri,11,18,2016,9:00 pm,Toronto,113,Denver,111,OT,"12,476"
201611180IND,2017,Fri,11,18,2016,7:00 pm,Phoenix,116,Indiana,96,"16,780"
201611180LAL,2017,Fri,11,18,2016,10:30 pm,San Antonio,116,L.A. Lakers,107,"18,997"
201611180NOP,2017,Fri,11,18,2016,8:00 pm,Portland,101,New Orleans Pelicans,113,"15,552"
201611180OKC,2017,Fri,11,18,2016,8:00 pm,Brooklyn Nets,105,Oklahoma City Thunder,124,"18,203"
201611180SAC,2017,Fri,11,18,2016,10:30 pm,L.A. Clippers,121,Sacramento,115,"17,608"
201611190DET,2017,Sat,11,19,2016,7:00 pm,Boston,94,Detroit,92,"16,107"
201611190HOU,2017,Sat,11,19,2016,5:00 pm,Utah,102,Houston,111,"14,760"
201611190LAC,2017,Sat,11,19,2016,10:30 pm,Chicago,95,L.A. Clippers,102,"19,060"
201611190MEM,2017,Sat,11,19,2016,8:00 pm,Minnesota,71,Memphis,93,"17,112"
201611190MIL,2017,Sat,11,19,2016,8:30 pm,Golden State,124,Milwaukee,121,"18,717"
201611190NOP,2017,Sat,11,19,2016,7:00 pm,Charlotte Hornets,116,New Orleans Pelicans,121,OT,"15,739"
201611190ORL,2017,Sat,11,19,2016,7:00 pm,Dallas,87,Orlando,95,"18,846"
201611190PHI,2017,Sat,11,19,2016,7:30 pm,Phoenix,105,Philadelphia,120,"18,125"
201611190WAS,2017,Sat,11,19,2016,7:00 pm,Miami,114,Washington,111,"15,848"
201611200BRK,2017,Sun,11,20,2016,3:30 pm,Portland,129,Brooklyn Nets,109,"16,608"
201611200DEN,2017,Sun,11,20,2016,9:00 pm,Utah,91,Denver,105,"12,565"
201611200LAL,2017,Sun,11,20,2016,9:30 pm,Chicago,118,L.A. Lakers,110,"18,997"
201611200NYK,2017,Sun,11,20,2016,12:00 pm,Atlanta,94,New York,104,"19,812"
201611200OKC,2017,Sun,11,20,2016,7:00 pm,Indiana,115,Oklahoma City Thunder,111,OT,"18,203"
201611200SAC,2017,Sun,11,20,2016,9:00 pm,Toronto,99,Sacramento,102,"17,608"
201611210CHO,2017,Mon,11,21,2016,7:00 pm,Memphis,105,Charlotte Hornets,90,"14,181"
201611210DET,2017,Mon,11,21,2016,7:30 pm,Houston,99,Detroit,96,"13,632"
201611210IND,2017,Mon,11,21,2016,7:00 pm,Golden State,120,Indiana,83,"17,923"
201611210LAC,2017,Mon,11,21,2016,10:30 pm,Toronto,115,L.A. Clippers,123,"19,060"
201611210MIL,2017,Mon,11,21,2016,8:00 pm,Orlando,89,Milwaukee,93,"12,306"
201611210MIN,2017,Mon,11,21,2016,8:00 pm,Boston,99,Minnesota,93,"13,167"
201611210PHI,2017,Mon,11,21,2016,7:00 pm,Miami,94,Philadelphia,101,"16,477"
201611210SAS,2017,Mon,11,21,2016,8:30 pm,Dallas,91,San Antonio,96,"18,418"
201611210WAS,2017,Mon,11,21,2016,7:00 pm,Phoenix,101,Washington,106,"12,790"
201611220ATL,2017,Tue,11,22,2016,7:30 pm,New Orleans Pelicans,112,Atlanta,94,"19,120"
201611220DEN,2017,Tue,11,22,2016,9:00 pm,Chicago,107,Denver,110,"14,328"
201611220LAL,2017,Tue,11,22,2016,10:30 pm,Oklahoma City Thunder,109,L.A. Lakers,111,"18,997"
201611220NYK,2017,Tue,11,22,2016,7:30 pm,Portland,103,New York,107,"19,812"
201611230BRK,2017,Wed,11,23,2016,7:30 pm,Boston,111,Brooklyn Nets,92,"16,210"
201611230CHO,2017,Wed,11,23,2016,7:00 pm,San Antonio,119,Charlotte Hornets,114,"18,515"
201611230CLE,2017,Wed,11,23,2016,7:00 pm,Portland,125,Cleveland,137,"20,562"
201611230DAL,2017,Wed,11,23,2016,8:30 pm,L.A. Clippers,124,Dallas,104,"20,042"
201611230DET,2017,Wed,11,23,2016,7:30 pm,Miami,84,Detroit,107,"14,520"
201611230GSW,2017,Wed,11,23,2016,10:30 pm,L.A. Lakers,106,Golden State,149,"19,596"
201611230HOU,2017,Wed,11,23,2016,8:00 pm,Toronto,115,Houston,102,"18,055"
201611230IND,2017,Wed,11,23,2016,7:00 pm,Atlanta,96,Indiana,85,"16,032"
201611230NOP,2017,Wed,11,23,2016,9:30 pm,Minnesota,96,New Orleans Pelicans,117,"15,555"
201611230ORL,2017,Wed,11,23,2016,7:00 pm,Phoenix,92,Orlando,87,"17,069"
201611230PHI,2017,Wed,11,23,2016,7:00 pm,Memphis,104,Philadelphia,99,2OT,"15,880"
201611230SAC,2017,Wed,11,23,2016,10:30 pm,Oklahoma City Thunder,101,Sacramento,116,"17,608"
201611230UTA,2017,Wed,11,23,2016,9:00 pm,Denver,83,Utah,108,"19,229"
201611250BOS,2017,Fri,11,25,2016,1:00 pm,San Antonio,109,Boston,103,"18,624"
201611250CLE,2017,Fri,11,25,2016,7:30 pm,Dallas,90,Cleveland,128,"20,562"
201611250DEN,2017,Fri,11,25,2016,9:00 pm,Oklahoma City Thunder,132,Denver,129,OT,"14,327"
201611250DET,2017,Fri,11,25,2016,7:30 pm,L.A. Clippers,97,Detroit,108,"17,023"
201611250IND,2017,Fri,11,25,2016,8:00 pm,Brooklyn Nets,97,Indiana,118,"16,083"
201611250LAL,2017,Fri,11,25,2016,10:30 pm,Golden State,109,L.A. Lakers,85,"18,997"
201611250MEM,2017,Fri,11,25,2016,8:00 pm,Miami,90,Memphis,81,"17,222"
201611250MIL,2017,Fri,11,25,2016,8:00 pm,Toronto,105,Milwaukee,99,"16,223"
201611250NYK,2017,Fri,11,25,2016,7:30 pm,Charlotte Hornets,111,New York,113,OT,"19,812"
201611250ORL,2017,Fri,11,25,2016,7:00 pm,Washington,94,Orlando,91,"17,103"
201611250PHI,2017,Fri,11,25,2016,7:30 pm,Chicago,105,Philadelphia,89,"18,234"
201611250PHO,2017,Fri,11,25,2016,9:00 pm,Minnesota,98,Phoenix,85,"16,728"
201611250POR,2017,Fri,11,25,2016,10:00 pm,New Orleans Pelicans,104,Portland,119,"19,393"
201611250SAC,2017,Fri,11,25,2016,10:30 pm,Houston,117,Sacramento,104,"17,608"
201611250UTA,2017,Fri,11,25,2016,8:00 pm,Atlanta,68,Utah,95,"19,911"
201611260CHO,2017,Sat,11,26,2016,7:00 pm,New York,102,Charlotte Hornets,107,"19,195"
201611260GSW,2017,Sat,11,26,2016,10:30 pm,Minnesota,102,Golden State,115,"19,596"
201611260MIA,2017,Sat,11,26,2016,8:00 pm,Memphis,110,Miami,107,"19,600"
201611260OKC,2017,Sat,11,26,2016,8:00 pm,Detroit,88,Oklahoma City Thunder,106,"18,203"
201611260WAS,2017,Sat,11,26,2016,7:00 pm,San Antonio,112,Washington,100,"17,066"
201611270BRK,2017,Sun,11,27,2016,6:00 pm,Sacramento,122,Brooklyn Nets,105,"13,646"
201611270DAL,2017,Sun,11,27,2016,7:00 pm,New Orleans Pelicans,81,Dallas,91,"19,302"
201611270IND,2017,Sun,11,27,2016,6:00 pm,L.A. Clippers,70,Indiana,91,"15,572"
201611270LAL,2017,Sun,11,27,2016,9:30 pm,Atlanta,94,L.A. Lakers,109,"18,997"
201611270ORL,2017,Sun,11,27,2016,6:00 pm,Milwaukee,104,Orlando,96,"16,521"
201611270PHI,2017,Sun,11,27,2016,1:00 pm,Cleveland,112,Philadelphia,108,"19,311"
201611270PHO,2017,Sun,11,27,2016,3:30 pm,Denver,120,Phoenix,114,"15,365"
201611270POR,2017,Sun,11,27,2016,9:00 pm,Houston,130,Portland,114,"19,393"
201611280GSW,2017,Mon,11,28,2016,10:30 pm,Atlanta,100,Golden State,105,"19,596"
201611280MEM,2017,Mon,11,28,2016,8:00 pm,Charlotte Hornets,104,Memphis,85,"13,143"
201611280MIA,2017,Mon,11,28,2016,7:30 pm,Boston,112,Miami,104,"19,600"
201611280MIN,2017,Mon,11,28,2016,8:00 pm,Utah,112,Minnesota,103,"9,384"
201611280NYK,2017,Mon,11,28,2016,7:30 pm,Oklahoma City Thunder,112,New York,103,"19,812"
201611280TOR,2017,Mon,11,28,2016,7:30 pm,Philadelphia,95,Toronto,122,"19,800"
201611280WAS,2017,Mon,11,28,2016,7:00 pm,Sacramento,95,Washington,101,OT,"12,571"
201611290BRK,2017,Tue,11,29,2016,7:30 pm,L.A. Clippers,122,Brooklyn Nets,127,2OT,"15,681"
201611290CHO,2017,Tue,11,29,2016,7:00 pm,Detroit,112,Charlotte Hornets,89,"14,266"
201611290MIL,2017,Tue,11,29,2016,8:00 pm,Cleveland,101,Milwaukee,118,"16,559"
201611290NOP,2017,Tue,11,29,2016,8:00 pm,L.A. Lakers,88,New Orleans Pelicans,105,"14,024"
201611290SAS,2017,Tue,11,29,2016,8:30 pm,Orlando,95,San Antonio,83,"18,418"
201611290UTA,2017,Tue,11,29,2016,9:00 pm,Houston,101,Utah,120,"19,911"
201611300BOS,2017,Wed,11,30,2016,7:30 pm,Detroit,121,Boston,114,"17,338"
201611300CHI,2017,Wed,11,30,2016,8:00 pm,L.A. Lakers,96,Chicago,90,"21,773"
201611300DAL,2017,Wed,11,30,2016,8:30 pm,San Antonio,94,Dallas,87,"19,245"
201611300DEN,2017,Wed,11,30,2016,9:00 pm,Miami,106,Denver,98,"11,471"
201611300MIN,2017,Wed,11,30,2016,8:00 pm,New York,106,Minnesota,104,"13,987"
201611300OKC,2017,Wed,11,30,2016,8:00 pm,Washington,115,Oklahoma City Thunder,126,OT,"18,203"
201611300PHO,2017,Wed,11,30,2016,9:00 pm,Atlanta,107,Phoenix,109,"15,909"
201611300POR,2017,Wed,11,30,2016,10:00 pm,Indiana,109,Portland,131,"19,107"
201611300TOR,2017,Wed,11,30,2016,7:30 pm,Memphis,105,Toronto,120,"19,800"
201706010GSW,2017,Thu,06,1,2017,9:00 pm,Cleveland,91,Golden State,113,"19,596"
201706040GSW,2017,Sun,06,4,2017,8:00 pm,Cleveland,113,Golden State,132,"19,596"
201706070CLE,2017,Wed,06,7,2017,9:00 pm,Golden State,118,Cleveland,113,"20,562"
201706090CLE,2017,Fri,06,9,2017,9:00 pm,Golden State,116,Cleveland,137,"20,562"
201706120GSW,2017,Mon,06,12,2017,9:00 pm,Cleveland,120,Golden State,129,"19,596"
201705010CLE,2017,Mon,05,1,2017,7:00 pm,Toronto,105,Cleveland,116,"20,562"
201705010SAS,2017,Mon,05,1,2017,9:30 pm,Houston,126,San Antonio,99,"18,418"
201705020BOS,2017,Tue,05,2,2017,8:00 pm,Washington,119,Boston,129,OT,"18,624"
201705020GSW,2017,Tue,05,2,2017,10:30 pm,Utah,94,Golden State,106,"19,596"
201705030CLE,2017,Wed,05,3,2017,7:00 pm,Toronto,103,Cleveland,125,"20,562"
201705030SAS,2017,Wed,05,3,2017,9:30 pm,Houston,96,San Antonio,121,"18,418"
201705040GSW,2017,Thu,05,4,2017,10:30 pm,Utah,104,Golden State,115,"19,596"
201705040WAS,2017,Thu,05,4,2017,8:00 pm,Boston,89,Washington,116,"20,356"
201705050HOU,2017,Fri,05,5,2017,9:30 pm,San Antonio,103,Houston,92,"18,187"
201705050TOR,2017,Fri,05,5,2017,7:00 pm,Cleveland,115,Toronto,94,"20,384"
201705060UTA,2017,Sat,05,6,2017,8:30 pm,Golden State,102,Utah,91,"19,911"
201705070HOU,2017,Sun,05,7,2017,9:00 pm,San Antonio,104,Houston,125,"18,055"
201705070TOR,2017,Sun,05,7,2017,3:30 pm,Cleveland,109,Toronto,102,"20,307"
201705070WAS,2017,Sun,05,7,2017,6:30 pm,Boston,102,Washington,121,"20,356"
201705080UTA,2017,Mon,05,8,2017,9:00 pm,Golden State,121,Utah,95,"19,911"
201705090SAS,2017,Tue,05,9,2017,8:00 pm,Houston,107,San Antonio,110,OT,"18,418"
201705100BOS,2017,Wed,05,10,2017,8:00 pm,Washington,101,Boston,123,"18,624"
201705110HOU,2017,Thu,05,11,2017,8:00 pm,San Antonio,114,Houston,75,"18,055"
201705120WAS,2017,Fri,05,12,2017,8:00 pm,Boston,91,Washington,92,"20,356"
201705140GSW,2017,Sun,05,14,2017,3:30 pm,San Antonio,111,Golden State,113,"19,596"
201705150BOS,2017,Mon,05,15,2017,8:00 pm,Washington,105,Boston,115,"18,624"
201705160GSW,2017,Tue,05,16,2017,9:00 pm,San Antonio,100,Golden State,136,"19,596"
201705170BOS,2017,Wed,05,17,2017,8:30 pm,Cleveland,117,Boston,104,"18,624"
201705190BOS,2017,Fri,05,19,2017,8:30 pm,Cleveland,130,Boston,86,"18,624"
201705200SAS,2017,Sat,05,20,2017,9:00 pm,Golden State,120,San Antonio,108,"18,792"
201705210CLE,2017,Sun,05,21,2017,8:30 pm,Boston,111,Cleveland,108,"20,562"
201705220SAS,2017,Mon,05,22,2017,9:00 pm,Golden State,129,San Antonio,115,"18,466"
201705230CLE,2017,Tue,05,23,2017,8:30 pm,Boston,99,Cleveland,112,"20,562"
201705250BOS,2017,Thu,05,25,2017,8:30 pm,Cleveland,135,Boston,102,"18,624"
201701010ATL,2017,Sun,01,1,2017,6:00 pm,San Antonio,112,Atlanta,114,OT,"18,088"
201701010IND,2017,Sun,01,1,2017,6:00 pm,Orlando,104,Indiana,117,"17,530"
201701010LAL,2017,Sun,01,1,2017,9:30 pm,Toronto,123,L.A. Lakers,114,"18,997"
201701010MIA,2017,Sun,01,1,2017,6:00 pm,Detroit,107,Miami,98,"19,844"
201701010MIN,2017,Sun,01,1,2017,7:00 pm,Portland,95,Minnesota,89,"15,804"
201701020BRK,2017,Mon,01,2,2017,7:30 pm,Utah,101,Brooklyn Nets,89,"15,634"
201701020CHI,2017,Mon,01,2,2017,8:00 pm,Charlotte Hornets,111,Chicago,118,"21,612"
201701020CLE,2017,Mon,01,2,2017,7:00 pm,New Orleans Pelicans,82,Cleveland,90,"20,562"
201701020GSW,2017,Mon,01,2,2017,10:30 pm,Denver,119,Golden State,127,"19,596"
201701020HOU,2017,Mon,01,2,2017,8:00 pm,Washington,91,Houston,101,"16,569"
201701020LAC,2017,Mon,01,2,2017,10:30 pm,Phoenix,98,L.A. Clippers,109,"19,060"
201701020MIL,2017,Mon,01,2,2017,7:00 pm,Oklahoma City Thunder,94,Milwaukee,98,"17,423"
201701020NYK,2017,Mon,01,2,2017,7:30 pm,Orlando,115,New York,103,"19,812"
