GAME_ID,SEASON,DAY_OF_WEEK,MONTH,DAY,YEAR,HOUR,VISITOR_TEAM,VISITOR_POINTS,HOME_TEAM,HOME_POINTS,OT,OTHER
201211050LAC,2013,Mon,11,5,2012,7:30 pm,Cleveland,108,L.A. Clippers,101,"19,060"
201211050MEM,2013,Mon,11,5,2012,7:00 pm,Utah,94,Memphis,103,"17,401"
201211050MIA,2013,Mon,11,5,2012,7:30 pm,Phoenix,99,Miami,124,"19,600"
201211050PHI,2013,Mon,11,5,2012,7:00 pm,New York,110,Philadelphia,88,"15,783"
201211050SAC,2013,Mon,11,5,2012,7:00 pm,Golden State,92,Sacramento,94,"17,317"
201211050SAS,2013,Mon,11,5,2012,7:30 pm,Indiana,79,San Antonio,101,"17,158"
201211060CHI,2013,Tue,11,6,2012,7:00 pm,Orlando,93,Chicago,99,"21,216"
201211060DEN,2013,Tue,11,6,2012,7:00 pm,Detroit,97,Denver,109,"19,155"
201211060OKC,2013,Tue,11,6,2012,7:00 pm,Toronto,88,Oklahoma City Thunder,108,"18,203"
201211070ATL,2013,Wed,11,7,2012,7:30 pm,Indiana,86,Atlanta,89,"10,684"
201211070BOS,2013,Wed,11,7,2012,7:30 pm,Washington,94,Boston,100,OT,"18,624"
201211070CHA,2013,Wed,11,7,2012,7:00 pm,Phoenix,117,Charlotte,110,"13,905"
201211070DAL,2013,Wed,11,7,2012,7:30 pm,Toronto,104,Dallas,109,"19,763"
201211070GSW,2013,Wed,11,7,2012,7:30 pm,Cleveland,96,Golden State,106,"18,124"
201211070HOU,2013,Wed,11,7,2012,7:00 pm,Denver,93,Houston,87,"13,372"
201211070LAC,2013,Wed,11,7,2012,7:30 pm,San Antonio,84,L.A. Clippers,106,"19,060"
201211070MIA,2013,Wed,11,7,2012,7:30 pm,Brooklyn Nets,73,Miami,103,"19,627"
201211070MIL,2013,Wed,11,7,2012,7:00 pm,Memphis,108,Milwaukee,90,"11,465"
201211070MIN,2013,Wed,11,7,2012,7:00 pm,Orlando,75,Minnesota,90,"17,121"
201211070NOH,2013,Wed,11,7,2012,7:00 pm,Philadelphia,77,New Orleans Hornets,62,"12,988"
201211070SAC,2013,Wed,11,7,2012,7:00 pm,Detroit,103,Sacramento,105,"10,185"
201211070UTA,2013,Wed,11,7,2012,7:00 pm,L.A. Lakers,86,Utah,95,"19,911"
201211080CHI,2013,Thu,11,8,2012,7:00 pm,Oklahoma City Thunder,97,Chicago,91,"21,737"
201211080POR,2013,Thu,11,8,2012,7:30 pm,L.A. Clippers,103,Portland,90,"20,425"
201211090ATL,2013,Fri,11,9,2012,7:30 pm,Miami,95,Atlanta,89,"16,785"
201211090BOS,2013,Fri,11,9,2012,7:30 pm,Philadelphia,106,Boston,100,"18,624"
201211090DEN,2013,Fri,11,9,2012,8:30 pm,Utah,84,Denver,104,"15,523"
201211090LAL,2013,Fri,11,9,2012,7:30 pm,Golden State,77,L.A. Lakers,101,"18,997"
201211090MEM,2013,Fri,11,9,2012,7:00 pm,Houston,85,Memphis,93,"16,087"
201211090MIN,2013,Fri,11,9,2012,7:00 pm,Indiana,94,Minnesota,96,"18,222"
201211090NOH,2013,Fri,11,9,2012,7:00 pm,Charlotte,99,New Orleans Hornets,107,"12,668"
201211090NYK,2013,Fri,11,9,2012,7:30 pm,Dallas,94,New York,104,"19,033"
201211090OKC,2013,Fri,11,9,2012,7:00 pm,Detroit,94,Oklahoma City Thunder,105,"18,203"
201211090ORL,2013,Fri,11,9,2012,7:00 pm,Brooklyn Nets,107,Orlando,68,"17,532"
201211090PHO,2013,Fri,11,9,2012,7:00 pm,Cleveland,105,Phoenix,107,"15,236"
201211090SAC,2013,Fri,11,9,2012,7:00 pm,San Antonio,97,Sacramento,86,"13,505"
201211090WAS,2013,Fri,11,9,2012,7:00 pm,Milwaukee,101,Washington,91,"14,531"
201211100CHA,2013,Sat,11,10,2012,7:30 pm,Dallas,97,Charlotte,101,OT,"15,763"
201211100CHI,2013,Sat,11,10,2012,7:00 pm,Minnesota,80,Chicago,87,"21,974"
201211100GSW,2013,Sat,11,10,2012,7:30 pm,Denver,107,Golden State,101,2OT,"19,596"
201211100HOU,2013,Sat,11,10,2012,7:00 pm,Detroit,82,Houston,96,"15,037"
201211100IND,2013,Sat,11,10,2012,7:00 pm,Washington,85,Indiana,89,"12,036"
201211100MIL,2013,Sat,11,10,2012,7:30 pm,Boston,96,Milwaukee,92,"14,589"
201211100POR,2013,Sat,11,10,2012,7:00 pm,San Antonio,112,Portland,109,"20,447"
201211100TOR,2013,Sat,11,10,2012,7:00 pm,Philadelphia,93,Toronto,83,"19,800"
201211100UTA,2013,Sat,11,10,2012,7:00 pm,Phoenix,81,Utah,94,"19,100"
201211110BRK,2013,Sun,11,11,2012,3:00 pm,Orlando,74,Brooklyn Nets,82,"16,523"
201211110LAC,2013,Sun,11,11,2012,12:30 pm,Atlanta,76,L.A. Clippers,89,"19,060"
201211110LAL,2013,Sun,11,11,2012,6:30 pm,Sacramento,90,L.A. Lakers,103,"18,997"
201211110MEM,2013,Sun,11,11,2012,5:00 pm,Miami,86,Memphis,104,"18,119"
201211110OKC,2013,Sun,11,11,2012,6:00 pm,Cleveland,91,Oklahoma City Thunder,106,"18,203"
201211120CHI,2013,Mon,11,12,2012,7:00 pm,Boston,101,Chicago,95,"21,712"
201211120DAL,2013,Mon,11,12,2012,7:30 pm,Minnesota,90,Dallas,82,"19,322"
201211120DET,2013,Mon,11,12,2012,7:30 pm,Oklahoma City Thunder,92,Detroit,90,"12,784"
201211120HOU,2013,Mon,11,12,2012,7:00 pm,Miami,113,Houston,110,"18,041"
201211120PHI,2013,Mon,11,12,2012,7:00 pm,Milwaukee,105,Philadelphia,96,"15,086"
201211120PHO,2013,Mon,11,12,2012,7:00 pm,Denver,100,Phoenix,110,"14,060"
201211120POR,2013,Mon,11,12,2012,7:00 pm,Atlanta,95,Portland,87,"19,095"
201211120TOR,2013,Mon,11,12,2012,7:00 pm,Utah,140,Toronto,133,3OT,"18,230"
201211130BRK,2013,Tue,11,13,2012,7:30 pm,Cleveland,101,Brooklyn Nets,114,"17,032"
201211130CHA,2013,Tue,11,13,2012,7:00 pm,Washington,76,Charlotte,92,"11,139"
201211130IND,2013,Tue,11,13,2012,7:00 pm,Toronto,74,Indiana,72,"11,947"
201211130LAL,2013,Tue,11,13,2012,7:30 pm,San Antonio,84,L.A. Lakers,82,"18,997"
201211130ORL,2013,Tue,11,13,2012,7:00 pm,New York,99,Orlando,89,"18,846"
201211130SAC,2013,Tue,11,13,2012,7:00 pm,Portland,103,Sacramento,86,"10,153"
201211140BOS,2013,Wed,11,14,2012,7:30 pm,Utah,93,Boston,98,"18,624"
201211140DAL,2013,Wed,11,14,2012,7:30 pm,Washington,101,Dallas,107,"19,560"
201211140GSW,2013,Wed,11,14,2012,7:30 pm,Atlanta,88,Golden State,92,"18,107"
201211140HOU,2013,Wed,11,14,2012,7:00 pm,New Orleans Hornets,96,Houston,100,"14,535"
201211140LAC,2013,Wed,11,14,2012,7:30 pm,Miami,100,L.A. Clippers,107,"19,146"
201211140MIL,2013,Wed,11,14,2012,7:00 pm,Indiana,85,Milwaukee,99,"11,573"
201211140MIN,2013,Wed,11,14,2012,7:00 pm,Charlotte,89,Minnesota,87,"13,272"
201211140OKC,2013,Wed,11,14,2012,7:00 pm,Memphis,107,Oklahoma City Thunder,97,"18,203"
201211140PHI,2013,Wed,11,14,2012,7:00 pm,Detroit,94,Philadelphia,76,"11,879"
201211140PHO,2013,Wed,11,14,2012,7:00 pm,Chicago,112,Phoenix,106,OT,"15,305"
201211150BRK,2013,Thu,11,15,2012,8:00 pm,Boston,97,Brooklyn Nets,102,"17,732"
201211150DEN,2013,Thu,11,15,2012,8:30 pm,Miami,98,Denver,93,"19,155"
201211150SAS,2013,Thu,11,15,2012,7:30 pm,New York,104,San Antonio,100,"18,581"
201211160DET,2013,Fri,11,16,2012,7:30 pm,Orlando,110,Detroit,106,"11,594"
201211160IND,2013,Fri,11,16,2012,7:00 pm,Dallas,83,Indiana,103,"15,110"
201211160LAL,2013,Fri,11,16,2012,7:30 pm,Phoenix,102,L.A. Lakers,114,"18,997"
201211160MEM,2013,Fri,11,16,2012,8:30 pm,New York,95,Memphis,105,"17,516"
201211160MIN,2013,Fri,11,16,2012,7:00 pm,Golden State,106,Minnesota,98,"16,013"
201211160NOH,2013,Fri,11,16,2012,7:00 pm,Oklahoma City Thunder,110,New Orleans Hornets,95,"15,458"
201211160PHI,2013,Fri,11,16,2012,7:00 pm,Utah,93,Philadelphia,99,"15,851"
201211160POR,2013,Fri,11,16,2012,7:00 pm,Houston,117,Portland,119,OT,"20,382"
201211160SAC,2013,Fri,11,16,2012,7:00 pm,Atlanta,112,Sacramento,96,"11,814"
201211170BOS,2013,Sat,11,17,2012,12:30 pm,Toronto,89,Boston,107,"18,624"
201211170CHA,2013,Sat,11,17,2012,7:30 pm,Memphis,94,Charlotte,87,"16,541"
201211170CLE,2013,Sat,11,17,2012,7:30 pm,Dallas,103,Cleveland,95,"18,633"
201211170LAC,2013,Sat,11,17,2012,6:00 pm,Chicago,80,L.A. Clippers,101,"19,060"
201211170MIL,2013,Sat,11,17,2012,7:30 pm,New Orleans Hornets,113,Milwaukee,117,"14,731"
201211170PHO,2013,Sat,11,17,2012,7:00 pm,Miami,97,Phoenix,88,"16,840"
201211170SAS,2013,Sat,11,17,2012,7:30 pm,Denver,100,San Antonio,126,"18,581"
201211170WAS,2013,Sat,11,17,2012,7:00 pm,Utah,83,Washington,76,"16,210"
201211180DET,2013,Sun,11,18,2012,7:30 pm,Boston,83,Detroit,103,"12,214"
201211180LAL,2013,Sun,11,18,2012,6:30 pm,Houston,108,L.A. Lakers,119,"18,997"
201211180NYK,2013,Sun,11,18,2012,12:00 pm,Indiana,76,New York,88,"19,033"
201211180OKC,2013,Sun,11,18,2012,6:00 pm,Golden State,109,Oklahoma City Thunder,119,"18,203"
201211180PHI,2013,Sun,11,18,2012,6:00 pm,Cleveland,79,Philadelphia,86,"15,021"
201211180POR,2013,Sun,11,18,2012,6:00 pm,Chicago,94,Portland,102,"20,242"
201211180SAC,2013,Sun,11,18,2012,3:00 pm,Brooklyn Nets,99,Sacramento,90,"11,965"
201211180TOR,2013,Sun,11,18,2012,1:00 pm,Orlando,86,Toronto,97,"18,702"
201211190ATL,2013,Mon,11,19,2012,7:30 pm,Orlando,72,Atlanta,81,"15,066"
201211190CHA,2013,Mon,11,19,2012,7:00 pm,Milwaukee,98,Charlotte,102,"11,248"
201211190DAL,2013,Mon,11,19,2012,7:30 pm,Golden State,105,Dallas,101,OT,"20,034"
201211190MEM,2013,Mon,11,19,2012,7:00 pm,Denver,97,Memphis,92,"15,111"
201211190SAS,2013,Mon,11,19,2012,7:30 pm,L.A. Clippers,92,San Antonio,87,"17,920"
201211190UTA,2013,Mon,11,19,2012,7:00 pm,Houston,91,Utah,102,"19,197"
201211190WAS,2013,Mon,11,19,2012,7:00 pm,Indiana,96,Washington,89,"14,426"
201211200LAL,2013,Tue,11,20,2012,7:30 pm,Brooklyn Nets,90,L.A. Lakers,95,"18,997"
201211200NOH,2013,Tue,11,20,2012,7:00 pm,New York,102,New Orleans Hornets,80,"13,705"
201211200PHI,2013,Tue,11,20,2012,7:00 pm,Toronto,98,Philadelphia,106,"13,965"
201211210ATL,2013,Wed,11,21,2012,7:30 pm,Washington,100,Atlanta,101,OT,"11,338"
201211210BOS,2013,Wed,11,21,2012,7:30 pm,San Antonio,112,Boston,100,"18,624"
201211210CHA,2013,Wed,11,21,2012,7:00 pm,Toronto,97,Charlotte,98,"15,240"
201211210CLE,2013,Wed,11,21,2012,7:00 pm,Philadelphia,83,Cleveland,92,"16,743"
201211210DAL,2013,Wed,11,21,2012,7:30 pm,New York,111,Dallas,114,"20,157"
201211210GSW,2013,Wed,11,21,2012,7:30 pm,Brooklyn Nets,93,Golden State,102,"18,374"
201211210HOU,2013,Wed,11,21,2012,7:00 pm,Chicago,89,Houston,93,"15,950"
201211210IND,2013,Wed,11,21,2012,7:00 pm,New Orleans Hornets,107,Indiana,115,OT,"12,633"
201211210MIA,2013,Wed,11,21,2012,7:30 pm,Milwaukee,106,Miami,113,OT,"19,971"
201211210MIN,2013,Wed,11,21,2012,7:00 pm,Denver,101,Minnesota,94,"16,879"
201211210OKC,2013,Wed,11,21,2012,6:30 pm,L.A. Clippers,111,Oklahoma City Thunder,117,OT,"18,203"
201211210ORL,2013,Wed,11,21,2012,7:00 pm,Detroit,74,Orlando,90,"17,199"
201211210PHO,2013,Wed,11,21,2012,7:00 pm,Portland,87,Phoenix,114,"14,263"
201211210SAC,2013,Wed,11,21,2012,7:00 pm,L.A. Lakers,97,Sacramento,113,"15,249"
201211230BOS,2013,Fri,11,23,2012,7:30 pm,Oklahoma City Thunder,100,Boston,108,"18,624"
201211230BRK,2013,Fri,11,23,2012,7:30 pm,L.A. Clippers,76,Brooklyn Nets,86,"17,732"
201211230CHA,2013,Fri,11,23,2012,7:00 pm,Atlanta,101,Charlotte,91,"17,868"
201211230DEN,2013,Fri,11,23,2012,7:00 pm,Golden State,91,Denver,102,"18,523"
201211230DET,2013,Fri,11,23,2012,7:30 pm,Toronto,90,Detroit,91,"12,778"
201211230HOU,2013,Fri,11,23,2012,7:00 pm,New York,103,Houston,131,"18,038"
201211230IND,2013,Fri,11,23,2012,8:00 pm,San Antonio,104,Indiana,97,"17,082"
201211230MEM,2013,Fri,11,23,2012,7:00 pm,L.A. Lakers,98,Memphis,106,"18,119"
201211230ORL,2013,Fri,11,23,2012,7:00 pm,Cleveland,104,Orlando,108,"17,334"
201211230PHO,2013,Fri,11,23,2012,7:00 pm,New Orleans Hornets,108,Phoenix,111,OT,"14,020"
201211230POR,2013,Fri,11,23,2012,7:00 pm,Minnesota,95,Portland,103,"20,555"
201211230UTA,2013,Fri,11,23,2012,7:00 pm,Sacramento,102,Utah,104,"18,000"
201211240ATL,2013,Sat,11,24,2012,7:00 pm,L.A. Clippers,93,Atlanta,104,"16,024"
201211240DAL,2013,Sat,11,24,2012,7:30 pm,L.A. Lakers,115,Dallas,89,"20,423"
201211240GSW,2013,Sat,11,24,2012,7:30 pm,Minnesota,85,Golden State,96,"19,084"
201211240MIA,2013,Sat,11,24,2012,7:30 pm,Cleveland,108,Miami,110,"20,064"
201211240MIL,2013,Sat,11,24,2012,8:00 pm,Chicago,93,Milwaukee,86,"14,812"
201211240PHI,2013,Sat,11,24,2012,7:00 pm,Oklahoma City Thunder,116,Philadelphia,109,OT,"19,611"
201211240SAC,2013,Sat,11,24,2012,7:00 pm,Utah,97,Sacramento,108,"12,239"
201211240WAS,2013,Sat,11,24,2012,7:00 pm,Charlotte,108,Washington,106,2OT,"13,077"
201211250BRK,2013,Sun,11,25,2012,3:00 pm,Portland,85,Brooklyn Nets,98,"16,542"
201211250DEN,2013,Sun,11,25,2012,6:00 pm,New Orleans Hornets,84,Denver,102,"15,402"
201211250NYK,2013,Sun,11,25,2012,1:00 pm,Detroit,100,New York,121,"19,033"
201211250ORL,2013,Sun,11,25,2012,6:00 pm,Boston,116,Orlando,110,OT,"17,037"
201211250PHI,2013,Sun,11,25,2012,6:00 pm,Phoenix,101,Philadelphia,104,"14,518"
201211250TOR,2013,Sun,11,25,2012,1:00 pm,San Antonio,111,Toronto,106,2OT,"19,800"
201211260BRK,2013,Mon,11,26,2012,7:00 pm,New York,89,Brooklyn Nets,96,OT,"17,732"
201211260CHI,2013,Mon,11,26,2012,7:00 pm,Milwaukee,93,Chicago,92,"21,485"
201211260DET,2013,Mon,11,26,2012,7:30 pm,Portland,101,Detroit,108,"10,212"
201211260LAC,2013,Mon,11,26,2012,7:30 pm,New Orleans Hornets,105,L.A. Clippers,98,"19,060"
201211260MEM,2013,Mon,11,26,2012,7:00 pm,Cleveland,78,Memphis,84,"13,485"
201211260OKC,2013,Mon,11,26,2012,7:00 pm,Charlotte,69,Oklahoma City Thunder,114,"18,203"
201211260UTA,2013,Mon,11,26,2012,7:00 pm,Denver,103,Utah,105,"18,776"
201211260WAS,2013,Mon,11,26,2012,7:00 pm,San Antonio,118,Washington,92,"13,879"
201211270CLE,2013,Tue,11,27,2012,7:00 pm,Phoenix,91,Cleveland,78,"13,687"
201211270HOU,2013,Tue,11,27,2012,7:00 pm,Toronto,101,Houston,117,"12,907"
201211270LAL,2013,Tue,11,27,2012,7:30 pm,Indiana,79,L.A. Lakers,77,"18,997"
201211270PHI,2013,Tue,11,27,2012,7:00 pm,Dallas,98,Philadelphia,100,"15,107"
201211270SAC,2013,Tue,11,27,2012,7:00 pm,Minnesota,97,Sacramento,89,"10,741"
201211280ATL,2013,Wed,11,28,2012,7:30 pm,Charlotte,91,Atlanta,94,"10,162"
201211280BOS,2013,Wed,11,28,2012,7:30 pm,Brooklyn Nets,95,Boston,83,"18,624"
201211280CHI,2013,Wed,11,28,2012,7:00 pm,Dallas,78,Chicago,101,"21,575"
201211280DET,2013,Wed,11,28,2012,7:30 pm,Phoenix,77,Detroit,117,"10,517"
201211280LAC,2013,Wed,11,28,2012,7:30 pm,Minnesota,95,L.A. Clippers,101,"19,060"
201211280MEM,2013,Wed,11,28,2012,7:00 pm,Toronto,82,Memphis,103,"14,603"
201211280MIL,2013,Wed,11,28,2012,7:00 pm,New York,102,Milwaukee,88,"11,439"
201211280NOH,2013,Wed,11,28,2012,7:00 pm,Utah,96,New Orleans Hornets,84,"10,693"
201211280OKC,2013,Wed,11,28,2012,7:00 pm,Houston,98,Oklahoma City Thunder,120,"18,203"
201211280ORL,2013,Wed,11,28,2012,7:00 pm,San Antonio,110,Orlando,89,"17,271"
201211280WAS,2013,Wed,11,28,2012,7:00 pm,Portland,82,Washington,84,"14,114"
201211290GSW,2013,Thu,11,29,2012,7:30 pm,Denver,105,Golden State,106,"17,627"
201211290MIA,2013,Thu,11,29,2012,8:00 pm,San Antonio,100,Miami,105,"19,703"
201211300ATL,2013,Fri,11,30,2012,7:30 pm,Cleveland,113,Atlanta,111,"13,094"
201211300BOS,2013,Fri,11,30,2012,7:30 pm,Portland,78,Boston,96,"18,624"
201211300CHA,2013,Fri,11,30,2012,7:00 pm,Philadelphia,104,Charlotte,98,"13,202"
201211300LAL,2013,Fri,11,30,2012,7:30 pm,Denver,103,L.A. Lakers,122,"18,997"
201211300MEM,2013,Fri,11,30,2012,7:00 pm,Detroit,78,Memphis,90,"16,732"
201211300MIN,2013,Fri,11,30,2012,7:00 pm,Milwaukee,85,Minnesota,95,"16,418"
201211300NYK,2013,Fri,11,30,2012,7:30 pm,Washington,87,New York,108,"19,033"
201211300OKC,2013,Fri,11,30,2012,7:00 pm,Utah,94,Oklahoma City Thunder,106,"18,203"
201211300ORL,2013,Fri,11,30,2012,7:00 pm,Brooklyn Nets,98,Orlando,86,"17,103"
201211300SAC,2013,Fri,11,30,2012,7:00 pm,Indiana,97,Sacramento,92,"12,544"
201211300TOR,2013,Fri,11,30,2012,7:00 pm,Phoenix,97,Toronto,101,"18,246"
201306010IND,2013,Sat,06,1,2013,8:30 pm,Miami,77,Indiana,91,"18,165"
201306030MIA,2013,Mon,06,3,2013,8:30 pm,Indiana,76,Miami,99,"20,025"
201306060MIA,2013,Thu,06,6,2013,9:00 pm,San Antonio,92,Miami,88,"19,775"
201306090MIA,2013,Sun,06,9,2013,8:00 pm,San Antonio,84,Miami,103,"19,900"
201306110SAS,2013,Tue,06,11,2013,9:00 pm,Miami,77,San Antonio,113,"18,581"
201306130SAS,2013,Thu,06,13,2013,9:00 pm,Miami,109,San Antonio,93,"18,581"
201306160SAS,2013,Sun,06,16,2013,8:00 pm,Miami,104,San Antonio,114,"18,581"
201306180MIA,2013,Tue,06,18,2013,9:00 pm,San Antonio,100,Miami,103,OT,"19,900"
201306200MIA,2013,Thu,06,20,2013,9:00 pm,San Antonio,88,Miami,95,"19,900"
201305010IND,2013,Wed,05,1,2013,8:00 pm,Atlanta,83,Indiana,106,"18,165"
201305010NYK,2013,Wed,05,1,2013,7:00 pm,Boston,92,New York,86,"19,033"
201305010OKC,2013,Wed,05,1,2013,9:30 pm,Houston,107,Oklahoma City Thunder,100,"18,203"
201305020CHI,2013,Thu,05,2,2013,8:00 pm,Brooklyn Nets,95,Chicago,92,"21,810"
201305020GSW,2013,Thu,05,2,2013,10:30 pm,Denver,88,Golden State,92,"19,596"
201305030ATL,2013,Fri,05,3,2013,7:00 pm,Indiana,81,Atlanta,73,"18,238"
201305030BOS,2013,Fri,05,3,2013,7:00 pm,New York,88,Boston,80,"18,624"
201305030HOU,2013,Fri,05,3,2013,9:30 pm,Oklahoma City Thunder,103,Houston,94,"18,357"
201305030MEM,2013,Fri,05,3,2013,9:30 pm,L.A. Clippers,105,Memphis,118,"18,119"
201305040BRK,2013,Sat,05,4,2013,8:00 pm,Chicago,99,Brooklyn Nets,93,"17,732"
201305050NYK,2013,Sun,05,5,2013,3:30 pm,Indiana,102,New York,95,"19,033"
201305050OKC,2013,Sun,05,5,2013,1:00 pm,Memphis,91,Oklahoma City Thunder,93,"18,203"
201305060MIA,2013,Mon,05,6,2013,7:00 pm,Chicago,93,Miami,86,"19,685"
201305060SAS,2013,Mon,05,6,2013,9:30 pm,Golden State,127,San Antonio,129,2OT,"18,581"
201305070NYK,2013,Tue,05,7,2013,7:00 pm,Indiana,79,New York,105,"19,033"
201305070OKC,2013,Tue,05,7,2013,9:30 pm,Memphis,99,Oklahoma City Thunder,93,"18,203"
201305080MIA,2013,Wed,05,8,2013,7:00 pm,Chicago,78,Miami,115,"19,817"
201305080SAS,2013,Wed,05,8,2013,9:30 pm,Golden State,100,San Antonio,91,"18,581"
201305100CHI,2013,Fri,05,10,2013,8:00 pm,Miami,104,Chicago,94,"22,675"
201305100GSW,2013,Fri,05,10,2013,10:30 pm,San Antonio,102,Golden State,92,"19,596"
201305110IND,2013,Sat,05,11,2013,8:00 pm,New York,71,Indiana,82,"18,165"
201305110MEM,2013,Sat,05,11,2013,5:00 pm,Oklahoma City Thunder,81,Memphis,87,"18,119"
201305120GSW,2013,Sun,05,12,2013,3:30 pm,San Antonio,87,Golden State,97,OT,"19,596"
201305130CHI,2013,Mon,05,13,2013,7:00 pm,Miami,88,Chicago,65,"21,990"
201305130MEM,2013,Mon,05,13,2013,9:30 pm,Oklahoma City Thunder,97,Memphis,103,OT,"18,119"
201305140IND,2013,Tue,05,14,2013,7:00 pm,New York,82,Indiana,93,"18,165"
201305140SAS,2013,Tue,05,14,2013,9:30 pm,Golden State,91,San Antonio,109,"18,581"
201305150MIA,2013,Wed,05,15,2013,7:00 pm,Chicago,91,Miami,94,"20,025"
201305150OKC,2013,Wed,05,15,2013,9:30 pm,Memphis,88,Oklahoma City Thunder,84,"18,203"
201305160GSW,2013,Thu,05,16,2013,10:30 pm,San Antonio,94,Golden State,82,"19,596"
201305160NYK,2013,Thu,05,16,2013,8:00 pm,Indiana,75,New York,85,"19,033"
201305180IND,2013,Sat,05,18,2013,8:00 pm,New York,99,Indiana,106,"18,165"
201305190SAS,2013,Sun,05,19,2013,3:30 pm,Memphis,83,San Antonio,105,"18,581"
201305210SAS,2013,Tue,05,21,2013,9:00 pm,Memphis,89,San Antonio,93,OT,"18,581"
201305220MIA,2013,Wed,05,22,2013,8:30 pm,Indiana,102,Miami,103,OT,"19,679"
201305240MIA,2013,Fri,05,24,2013,8:30 pm,Indiana,97,Miami,93,"20,022"
201305250MEM,2013,Sat,05,25,2013,9:00 pm,San Antonio,104,Memphis,93,OT,"18,119"
201305260IND,2013,Sun,05,26,2013,8:30 pm,Miami,114,Indiana,96,"18,165"
201305270MEM,2013,Mon,05,27,2013,9:00 pm,San Antonio,93,Memphis,86,"18,119"
201305280IND,2013,Tue,05,28,2013,8:30 pm,Miami,92,Indiana,99,"18,165"
201305300MIA,2013,Thu,05,30,2013,8:30 pm,Indiana,79,Miami,90,"19,913"
201301010DEN,2013,Tue,01,1,2013,7:00 pm,L.A. Clippers,78,Denver,92,"19,155"
201301010DET,2013,Tue,01,1,2013,7:30 pm,Sacramento,97,Detroit,103,"12,175"
201301010LAL,2013,Tue,01,1,2013,7:30 pm,Philadelphia,103,L.A. Lakers,99,"18,997"
201301010NOH,2013,Tue,01,1,2013,7:00 pm,Atlanta,95,New Orleans Hornets,86,"12,712"
201301010NYK,2013,Tue,01,1,2013,7:30 pm,Portland,105,New York,100,"19,033"
201301010WAS,2013,Tue,01,1,2013,6:00 pm,Dallas,103,Washington,94,"14,456"
201301020BOS,2013,Wed,01,2,2013,7:30 pm,Memphis,93,Boston,83,"18,624"
