GAME_ID,SEASON,DAY_OF_WEEK,MONTH,DAY,YEAR,HOUR,VISITOR_TEAM,VISITOR_POINTS,HOME_TEAM,HOME_POINTS,OT,OTHER
201311090MEM,2014,Sat,11,9,2013,8:00 pm,Golden State,90,Memphis,108,"16,989"
201311090MIA,2014,Sat,11,9,2013,7:30 pm,Boston,111,Miami,110,"19,710"
201311090MIL,2014,Sat,11,9,2013,8:30 pm,Dallas,91,Milwaukee,83,"16,448"
201311090SAC,2014,Sat,11,9,2013,10:00 pm,Portland,96,Sacramento,85,"15,482"
201311090TOR,2014,Sat,11,9,2013,7:00 pm,Utah,91,Toronto,115,"17,211"
201311100LAL,2014,Sun,11,10,2013,9:30 pm,Minnesota,113,L.A. Lakers,90,"18,997"
201311100NYK,2014,Sun,11,10,2013,12:00 am,San Antonio,120,New York,89,"19,812"
201311100OKC,2014,Sun,11,10,2013,7:00 pm,Washington,105,Oklahoma City Thunder,106,OT,"18,203"
201311100PHO,2014,Sun,11,10,2013,8:00 pm,New Orleans Pelicans,94,Phoenix,101,"13,154"
201311110BOS,2014,Mon,11,11,2013,7:30 pm,Orlando,105,Boston,120,"18,624"
201311110CHA,2014,Mon,11,11,2013,7:00 pm,Atlanta,103,Charlotte,94,"13,996"
201311110CHI,2014,Mon,11,11,2013,8:00 pm,Cleveland,81,Chicago,96,"21,778"
201311110HOU,2014,Mon,11,11,2013,8:00 pm,Toronto,104,Houston,110,2OT,"18,134"
201311110IND,2014,Mon,11,11,2013,7:00 pm,Memphis,79,Indiana,95,"13,130"
201311110LAC,2014,Mon,11,11,2013,10:30 pm,Minnesota,107,L.A. Clippers,109,"19,060"
201311110PHI,2014,Mon,11,11,2013,7:00 pm,San Antonio,109,Philadelphia,85,"12,424"
201311110POR,2014,Mon,11,11,2013,10:00 pm,Detroit,103,Portland,109,"18,834"
201311110UTA,2014,Mon,11,11,2013,9:00 pm,Denver,100,Utah,81,"16,866"
201311120DAL,2014,Tue,11,12,2013,8:30 pm,Washington,95,Dallas,105,"19,627"
201311120GSW,2014,Tue,11,12,2013,10:30 pm,Detroit,95,Golden State,113,"19,596"
201311120LAL,2014,Tue,11,12,2013,10:30 pm,New Orleans Pelicans,95,L.A. Lakers,116,"18,426"
201311120MIA,2014,Tue,11,12,2013,7:30 pm,Milwaukee,95,Miami,118,"19,600"
201311130ATL,2014,Wed,11,13,2013,8:00 pm,New York,95,Atlanta,91,"15,057"
201311130BOS,2014,Wed,11,13,2013,7:30 pm,Charlotte,89,Boston,83,"17,032"
201311130DEN,2014,Wed,11,13,2013,9:00 pm,L.A. Lakers,99,Denver,111,"17,824"
201311130LAC,2014,Wed,11,13,2013,10:30 pm,Oklahoma City Thunder,103,L.A. Clippers,111,"19,273"
201311130MEM,2014,Wed,11,13,2013,8:00 pm,Toronto,103,Memphis,87,"15,971"
201311130MIN,2014,Wed,11,13,2013,8:00 pm,Cleveland,95,Minnesota,124,"14,978"
201311130ORL,2014,Wed,11,13,2013,7:00 pm,Milwaukee,91,Orlando,94,"13,588"
201311130PHI,2014,Wed,11,13,2013,7:00 pm,Houston,117,Philadelphia,123,OT,"11,671"
201311130POR,2014,Wed,11,13,2013,10:00 pm,Phoenix,89,Portland,90,"19,537"
201311130SAC,2014,Wed,11,13,2013,10:00 pm,Brooklyn Nets,86,Sacramento,107,"15,122"
201311130SAS,2014,Wed,11,13,2013,8:30 pm,Washington,79,San Antonio,92,"18,581"
201311130UTA,2014,Wed,11,13,2013,9:00 pm,New Orleans Pelicans,105,Utah,111,"16,717"
201311140GSW,2014,Thu,11,14,2013,10:30 pm,Oklahoma City Thunder,115,Golden State,116,"19,596"
201311140NYK,2014,Thu,11,14,2013,8:00 pm,Houston,109,New York,106,"19,812"
201311150ATL,2014,Fri,11,15,2013,7:30 pm,Philadelphia,103,Atlanta,113,"12,070"
201311150BOS,2014,Fri,11,15,2013,7:30 pm,Portland,109,Boston,96,"18,624"
201311150CLE,2014,Fri,11,15,2013,7:30 pm,Charlotte,86,Cleveland,80,"18,679"
201311150DEN,2014,Fri,11,15,2013,8:00 pm,Minnesota,113,Denver,117,"17,142"
201311150IND,2014,Fri,11,15,2013,7:00 pm,Milwaukee,77,Indiana,104,"16,202"
201311150LAL,2014,Fri,11,15,2013,10:30 pm,Memphis,89,L.A. Lakers,86,"18,997"
201311150MIA,2014,Fri,11,15,2013,7:30 pm,Dallas,104,Miami,110,"19,772"
201311150PHO,2014,Fri,11,15,2013,9:00 pm,Brooklyn Nets,100,Phoenix,98,OT,"15,984"
201311150SAC,2014,Fri,11,15,2013,10:30 pm,Detroit,97,Sacramento,90,"17,317"
201311150TOR,2014,Fri,11,15,2013,7:00 pm,Chicago,96,Toronto,80,"19,800"
201311150UTA,2014,Fri,11,15,2013,9:00 pm,San Antonio,91,Utah,82,"17,530"
201311160CHA,2014,Sat,11,16,2013,7:00 pm,Miami,97,Charlotte,81,"19,084"
201311160CHI,2014,Sat,11,16,2013,8:00 pm,Indiana,94,Chicago,110,"22,158"
201311160GSW,2014,Sat,11,16,2013,10:30 pm,Utah,88,Golden State,102,"19,596"
201311160HOU,2014,Sat,11,16,2013,8:00 pm,Denver,111,Houston,122,"18,147"
201311160LAC,2014,Sat,11,16,2013,10:30 pm,Brooklyn Nets,103,L.A. Clippers,110,"19,349"
201311160MIL,2014,Sat,11,16,2013,8:30 pm,Oklahoma City Thunder,92,Milwaukee,79,"15,984"
201311160MIN,2014,Sat,11,16,2013,8:00 pm,Boston,88,Minnesota,106,"15,111"
201311160NOP,2014,Sat,11,16,2013,8:00 pm,Philadelphia,98,New Orleans Pelicans,135,"16,659"
201311160NYK,2014,Sat,11,16,2013,7:30 pm,Atlanta,110,New York,90,"19,812"
201311160ORL,2014,Sat,11,16,2013,7:00 pm,Dallas,108,Orlando,100,"15,039"
201311160WAS,2014,Sat,11,16,2013,7:00 pm,Cleveland,103,Washington,96,OT,"18,038"
201311170LAL,2014,Sun,11,17,2013,9:30 pm,Detroit,99,L.A. Lakers,114,"18,997"
201311170SAC,2014,Sun,11,17,2013,6:00 pm,Memphis,97,Sacramento,86,"15,630"
201311170TOR,2014,Sun,11,17,2013,1:00 pm,Portland,118,Toronto,110,OT,"17,945"
201311180BRK,2014,Mon,11,18,2013,7:30 pm,Portland,108,Brooklyn Nets,98,"17,732"
201311180CHI,2014,Mon,11,18,2013,8:00 pm,Charlotte,81,Chicago,86,"21,628"
201311180DAL,2014,Mon,11,18,2013,8:30 pm,Philadelphia,94,Dallas,97,"19,790"
201311180LAC,2014,Mon,11,18,2013,10:30 pm,Memphis,106,L.A. Clippers,102,"19,060"
201311180OKC,2014,Mon,11,18,2013,8:00 pm,Denver,113,Oklahoma City Thunder,115,"18,203"
201311180UTA,2014,Mon,11,18,2013,9:00 pm,Golden State,98,Utah,87,"16,051"
201311190DET,2014,Tue,11,19,2013,7:30 pm,New York,86,Detroit,92,"13,213"
201311190HOU,2014,Tue,11,19,2013,8:00 pm,Boston,85,Houston,109,"18,232"
201311190MIA,2014,Tue,11,19,2013,7:30 pm,Atlanta,88,Miami,104,"19,600"
201311190SAC,2014,Tue,11,19,2013,10:00 pm,Phoenix,104,Sacramento,107,"14,626"
201311190WAS,2014,Tue,11,19,2013,7:00 pm,Minnesota,100,Washington,104,"14,804"
201311200ATL,2014,Wed,11,20,2013,7:30 pm,Detroit,85,Atlanta,93,"13,167"
201311200CHA,2014,Wed,11,20,2013,7:00 pm,Brooklyn Nets,91,Charlotte,95,"13,843"
201311200CLE,2014,Wed,11,20,2013,7:00 pm,Washington,98,Cleveland,91,"16,189"
201311200DAL,2014,Wed,11,20,2013,9:30 pm,Houston,120,Dallas,123,"20,045"
201311200GSW,2014,Wed,11,20,2013,10:30 pm,Memphis,88,Golden State,81,OT,"19,596"
201311200MIL,2014,Wed,11,20,2013,8:00 pm,Portland,91,Milwaukee,82,"11,789"
201311200MIN,2014,Wed,11,20,2013,8:00 pm,L.A. Clippers,102,Minnesota,98,"13,101"
201311200NOP,2014,Wed,11,20,2013,8:00 pm,Utah,98,New Orleans Pelicans,105,"13,203"
201311200NYK,2014,Wed,11,20,2013,7:00 pm,Indiana,103,New York,96,OT,"19,812"
201311200ORL,2014,Wed,11,20,2013,7:00 pm,Miami,120,Orlando,92,"17,256"
201311200PHI,2014,Wed,11,20,2013,7:00 pm,Toronto,108,Philadelphia,98,"10,787"
201311200PHO,2014,Wed,11,20,2013,9:00 pm,Sacramento,113,Phoenix,106,"12,705"
201311200SAS,2014,Wed,11,20,2013,8:30 pm,Boston,93,San Antonio,104,"18,581"
201311210DEN,2014,Thu,11,21,2013,10:30 pm,Chicago,87,Denver,97,"18,423"
201311210OKC,2014,Thu,11,21,2013,8:00 pm,L.A. Clippers,91,Oklahoma City Thunder,105,"18,203"
201311220BOS,2014,Fri,11,22,2013,7:30 pm,Indiana,97,Boston,82,"18,624"
201311220CHA,2014,Fri,11,22,2013,7:00 pm,Phoenix,98,Charlotte,91,"14,916"
201311220DAL,2014,Fri,11,22,2013,8:30 pm,Utah,93,Dallas,103,"19,781"
201311220DET,2014,Fri,11,22,2013,7:30 pm,Atlanta,96,Detroit,89,"13,467"
201311220LAL,2014,Fri,11,22,2013,10:30 pm,Golden State,95,L.A. Lakers,102,"18,997"
201311220MEM,2014,Fri,11,22,2013,8:00 pm,San Antonio,102,Memphis,86,"17,109"
201311220MIN,2014,Fri,11,22,2013,8:00 pm,Brooklyn Nets,81,Minnesota,111,"15,551"
201311220NOP,2014,Fri,11,22,2013,8:00 pm,Cleveland,100,New Orleans Pelicans,104,"15,186"
201311220PHI,2014,Fri,11,22,2013,7:00 pm,Milwaukee,107,Philadelphia,115,OT,"13,588"
201311220POR,2014,Fri,11,22,2013,10:00 pm,Chicago,95,Portland,98,"20,618"
201311220TOR,2014,Fri,11,22,2013,7:00 pm,Washington,88,Toronto,96,"18,671"
201311230ATL,2014,Sat,11,23,2013,7:30 pm,Boston,94,Atlanta,87,"15,189"
201311230DEN,2014,Sat,11,23,2013,9:00 pm,Dallas,100,Denver,102,"17,841"
201311230GSW,2014,Sat,11,23,2013,10:30 pm,Portland,113,Golden State,101,"19,596"
201311230HOU,2014,Sat,11,23,2013,8:00 pm,Minnesota,101,Houston,112,"18,196"
201311230IND,2014,Sat,11,23,2013,7:00 pm,Philadelphia,98,Indiana,106,"18,165"
201311230LAC,2014,Sat,11,23,2013,3:30 pm,Sacramento,102,L.A. Clippers,103,"19,060"
201311230MIA,2014,Sat,11,23,2013,7:30 pm,Orlando,99,Miami,101,"19,647"
201311230MIL,2014,Sat,11,23,2013,8:30 pm,Charlotte,96,Milwaukee,72,"14,871"
201311230SAS,2014,Sat,11,23,2013,8:30 pm,Cleveland,96,San Antonio,126,"18,581"
201311230WAS,2014,Sat,11,23,2013,7:00 pm,New York,89,Washington,98,"18,089"
201311240BRK,2014,Sun,11,24,2013,2:00 pm,Detroit,109,Brooklyn Nets,97,"17,732"
201311240LAC,2014,Sun,11,24,2013,3:30 pm,Chicago,82,L.A. Clippers,121,"19,245"
201311240LAL,2014,Sun,11,24,2013,9:30 pm,Sacramento,86,L.A. Lakers,100,"18,997"
201311240OKC,2014,Sun,11,24,2013,7:00 pm,Utah,73,Oklahoma City Thunder,95,"18,203"
201311240ORL,2014,Sun,11,24,2013,6:00 pm,Phoenix,104,Orlando,96,"15,785"
201311250CHA,2014,Mon,11,25,2013,7:00 pm,Boston,96,Charlotte,86,"13,558"
201311250DAL,2014,Mon,11,25,2013,8:30 pm,Denver,110,Dallas,96,"19,677"
201311250DET,2014,Mon,11,25,2013,7:30 pm,Milwaukee,94,Detroit,113,"12,150"
201311250IND,2014,Mon,11,25,2013,7:00 pm,Minnesota,84,Indiana,98,"16,426"
201311250MEM,2014,Mon,11,25,2013,8:00 pm,Houston,93,Memphis,86,"15,246"
201311250MIA,2014,Mon,11,25,2013,7:30 pm,Phoenix,92,Miami,107,"19,758"
201311250POR,2014,Mon,11,25,2013,10:00 pm,New York,91,Portland,102,"19,939"
201311250SAS,2014,Mon,11,25,2013,8:30 pm,New Orleans Pelicans,93,San Antonio,112,"18,323"
201311250UTA,2014,Mon,11,25,2013,9:00 pm,Chicago,83,Utah,89,OT,"18,936"
201311260ATL,2014,Tue,11,26,2013,7:30 pm,Orlando,109,Atlanta,92,"13,164"
201311260NOP,2014,Tue,11,26,2013,8:00 pm,Golden State,102,New Orleans Pelicans,101,"15,330"
201311260TOR,2014,Tue,11,26,2013,7:00 pm,Brooklyn Nets,102,Toronto,100,"16,421"
201311260WAS,2014,Tue,11,26,2013,7:00 pm,L.A. Lakers,111,Washington,116,"19,204"
201311270BOS,2014,Wed,11,27,2013,7:30 pm,Memphis,100,Boston,93,"17,319"
201311270BRK,2014,Wed,11,27,2013,7:30 pm,L.A. Lakers,99,Brooklyn Nets,94,"17,732"
201311270CHA,2014,Wed,11,27,2013,7:00 pm,Indiana,99,Charlotte,74,"15,170"
201311270CLE,2014,Wed,11,27,2013,7:30 pm,Miami,95,Cleveland,84,"20,562"
201311270DAL,2014,Wed,11,27,2013,8:30 pm,Golden State,99,Dallas,103,"20,211"
201311270DET,2014,Wed,11,27,2013,7:30 pm,Chicago,99,Detroit,79,"14,228"
201311270HOU,2014,Wed,11,27,2013,8:00 pm,Atlanta,84,Houston,113,"18,051"
201311270LAC,2014,Wed,11,27,2013,10:30 pm,New York,80,L.A. Clippers,93,"19,270"
201311270MIL,2014,Wed,11,27,2013,8:00 pm,Washington,100,Milwaukee,92,OT,"11,584"
201311270MIN,2014,Wed,11,27,2013,8:00 pm,Denver,117,Minnesota,110,"14,244"
201311270OKC,2014,Wed,11,27,2013,8:00 pm,San Antonio,88,Oklahoma City Thunder,94,"18,203"
201311270ORL,2014,Wed,11,27,2013,7:00 pm,Philadelphia,94,Orlando,105,"15,839"
201311270PHO,2014,Wed,11,27,2013,9:00 pm,Portland,106,Phoenix,120,"12,731"
201311290ATL,2014,Fri,11,29,2013,7:30 pm,Dallas,87,Atlanta,88,"15,463"
201311290BOS,2014,Fri,11,29,2013,7:30 pm,Cleveland,86,Boston,103,"17,685"
201311290CHA,2014,Fri,11,29,2013,7:00 pm,Milwaukee,76,Charlotte,92,"15,081"
201311290DEN,2014,Fri,11,29,2013,9:00 pm,New York,95,Denver,97,"19,155"
201311290DET,2014,Fri,11,29,2013,7:30 pm,L.A. Lakers,106,Detroit,102,"15,202"
201311290HOU,2014,Fri,11,29,2013,8:00 pm,Brooklyn Nets,95,Houston,114,"18,138"
201311290IND,2014,Fri,11,29,2013,8:00 pm,Washington,73,Indiana,93,"18,165"
201311290OKC,2014,Fri,11,29,2013,8:00 pm,Golden State,112,Oklahoma City Thunder,113,OT,"18,203"
201311290ORL,2014,Fri,11,29,2013,7:00 pm,San Antonio,109,Orlando,91,"15,159"
201311290PHI,2014,Fri,11,29,2013,8:00 pm,New Orleans Pelicans,121,Philadelphia,105,"17,807"
201311290SAC,2014,Fri,11,29,2013,10:00 pm,L.A. Clippers,104,Sacramento,98,OT,"17,317"
201311290TOR,2014,Fri,11,29,2013,7:00 pm,Miami,90,Toronto,83,"18,290"
201311290UTA,2014,Fri,11,29,2013,9:00 pm,Phoenix,112,Utah,101,"18,435"
201311300CLE,2014,Sat,11,30,2013,7:30 pm,Chicago,93,Cleveland,97,"17,296"
201311300DAL,2014,Sat,11,30,2013,8:30 pm,Minnesota,112,Dallas,106,"20,173"
201311300MEM,2014,Sat,11,30,2013,8:00 pm,Brooklyn Nets,97,Memphis,88,"17,012"
201311300MIL,2014,Sat,11,30,2013,9:00 pm,Boston,85,Milwaukee,92,"15,471"
201311300PHO,2014,Sat,11,30,2013,9:00 pm,Utah,112,Phoenix,104,"12,957"
201311300SAS,2014,Sat,11,30,2013,8:30 pm,Houston,112,San Antonio,106,"18,581"
201311300WAS,2014,Sat,11,30,2013,7:00 pm,Atlanta,101,Washington,108,"14,280"
201406050SAS,2014,Thu,06,5,2014,9:00 pm,Miami,95,San Antonio,110,"18,581"
201406080SAS,2014,Sun,06,8,2014,8:00 pm,Miami,98,San Antonio,96,"18,581"
201406100MIA,2014,Tue,06,10,2014,9:00 pm,San Antonio,111,Miami,92,"19,900"
201406120MIA,2014,Thu,06,12,2014,9:00 pm,San Antonio,107,Miami,86,"19,900"
201406150SAS,2014,Sun,06,15,2014,8:00 pm,Miami,87,San Antonio,104,"18,581"
201405010ATL,2014,Thu,05,1,2014,7:00 pm,Indiana,95,Atlanta,88,"19,044"
201405010GSW,2014,Thu,05,1,2014,10:30 pm,L.A. Clippers,99,Golden State,100,"19,596"
201405010MEM,2014,Thu,05,1,2014,8:00 pm,Oklahoma City Thunder,104,Memphis,84,"18,119"
201405020BRK,2014,Fri,05,2,2014,7:00 pm,Toronto,83,Brooklyn Nets,97,"17,732"
201405020DAL,2014,Fri,05,2,2014,8:00 pm,San Antonio,111,Dallas,113,"20,799"
201405020POR,2014,Fri,05,2,2014,10:30 pm,Houston,98,Portland,99,"20,204"
201405030IND,2014,Sat,05,3,2014,5:30 pm,Atlanta,80,Indiana,92,"18,165"
201405030LAC,2014,Sat,05,3,2014,10:30 pm,Golden State,121,L.A. Clippers,126,"19,543"
201405030OKC,2014,Sat,05,3,2014,8:00 pm,Memphis,109,Oklahoma City Thunder,120,"18,203"
201405040SAS,2014,Sun,05,4,2014,3:30 pm,Dallas,96,San Antonio,119,"18,581"
201405040TOR,2014,Sun,05,4,2014,1:00 pm,Brooklyn Nets,104,Toronto,103,"20,457"
201405050IND,2014,Mon,05,5,2014,7:00 pm,Washington,102,Indiana,96,"18,165"
201405050OKC,2014,Mon,05,5,2014,9:42 pm,L.A. Clippers,122,Oklahoma City Thunder,105,"18,203"
201405060MIA,2014,Tue,05,6,2014,7:00 pm,Brooklyn Nets,86,Miami,107,"19,470"
201405060SAS,2014,Tue,05,6,2014,9:30 pm,Portland,92,San Antonio,116,"18,581"
201405070IND,2014,Wed,05,7,2014,7:00 pm,Washington,82,Indiana,86,"18,165"
201405070OKC,2014,Wed,05,7,2014,9:30 pm,L.A. Clippers,101,Oklahoma City Thunder,112,"18,203"
201405080MIA,2014,Thu,05,8,2014,7:00 pm,Brooklyn Nets,82,Miami,94,"19,639"
201405080SAS,2014,Thu,05,8,2014,9:30 pm,Portland,97,San Antonio,114,"18,581"
201405090LAC,2014,Fri,05,9,2014,10:30 pm,Oklahoma City Thunder,118,L.A. Clippers,112,"19,530"
201405090WAS,2014,Fri,05,9,2014,8:00 pm,Indiana,85,Washington,63,"20,356"
201405100BRK,2014,Sat,05,10,2014,8:00 pm,Miami,90,Brooklyn Nets,104,"17,732"
201405100POR,2014,Sat,05,10,2014,10:30 pm,San Antonio,118,Portland,103,"20,321"
201405110LAC,2014,Sun,05,11,2014,3:30 pm,Oklahoma City Thunder,99,L.A. Clippers,101,"19,365"
201405110WAS,2014,Sun,05,11,2014,8:00 pm,Indiana,95,Washington,92,"20,356"
201405120BRK,2014,Mon,05,12,2014,8:00 pm,Miami,102,Brooklyn Nets,96,"17,732"
201405120POR,2014,Mon,05,12,2014,10:30 pm,San Antonio,92,Portland,103,"20,141"
201405130IND,2014,Tue,05,13,2014,7:00 pm,Washington,102,Indiana,79,"18,165"
201405130OKC,2014,Tue,05,13,2014,9:30 pm,L.A. Clippers,104,Oklahoma City Thunder,105,"18,203"
201405140MIA,2014,Wed,05,14,2014,7:00 pm,Brooklyn Nets,94,Miami,96,"19,615"
201405140SAS,2014,Wed,05,14,2014,9:30 pm,Portland,82,San Antonio,104,"18,581"
201405150LAC,2014,Thu,05,15,2014,10:30 pm,Oklahoma City Thunder,104,L.A. Clippers,98,"19,565"
201405150WAS,2014,Thu,05,15,2014,8:00 pm,Indiana,93,Washington,80,"19,502"
201405180IND,2014,Sun,05,18,2014,3:30 pm,Miami,96,Indiana,107,"18,165"
201405190SAS,2014,Mon,05,19,2014,9:00 pm,Oklahoma City Thunder,105,San Antonio,122,"18,581"
201405200IND,2014,Tue,05,20,2014,8:30 pm,Miami,87,Indiana,83,"18,165"
201405210SAS,2014,Wed,05,21,2014,9:00 pm,Oklahoma City Thunder,77,San Antonio,112,"18,581"
201405240MIA,2014,Sat,05,24,2014,8:30 pm,Indiana,87,Miami,99,"20,025"
201405250OKC,2014,Sun,05,25,2014,8:30 pm,San Antonio,97,Oklahoma City Thunder,106,"18,203"
201405260MIA,2014,Mon,05,26,2014,8:30 pm,Indiana,90,Miami,102,"19,874"
201405270OKC,2014,Tue,05,27,2014,9:00 pm,San Antonio,92,Oklahoma City Thunder,105,"18,203"
201405280IND,2014,Wed,05,28,2014,8:30 pm,Miami,90,Indiana,93,"18,165"
